id,name,pure_name,internal_id,nickname,official_url,resplendent_url,resplendent_costume,resplendent_date,skills,skill_rarity,sex,release_date,thumb,english_name,epithet,english_epithet,description,origin,how_to_get,type,weapon_type,move_type,illustrator,cv,special_type,duo_skill,is_distributed,resplendent,rarity,rarity3,strength,weekness,recommend,hp_5,atk_5,spd_5,def_5,res_5,hp_5_lv1,atk_5_lv1,spd_5_lv1,def_5_lv1,res_5_lv1,style
1188,"ハロウィンンン","|ンン|","",,https://guide.fire-emblem-heroes.com/10069012001150-2/,"","",,"|収穫の喜びの竜石|重装の大炎|生命の業火大地3|竜の堅鱗|盾の護り手・近・双|",,"女",2024-10-04,HalloweenNah-Icon.png,Nah,"実りに感謝の心を","Grateful One","","覚醒","超英雄","緑","緑竜","重装",|mono|,"|松嵜麗|",,"",,,,"星5",,,,53,47,18,49,45,20,14,3,10,6,""
1189,"ハロウィンナギ","|ナギ|イドゥン|","",,https://guide.fire-emblem-heroes.com/01010002001149-2/,"","",,"|神魔の双竜の竜石|竜の咆哮|攻撃魔防の竜眼4|竜の堅鱗|兜の護り手・遠・双|",,"女|女",2024-10-04,HalloweenNagi-Icon.png,Nagi,"悠久の収穫祭","Hopeful Eternity","","新・紋章の謎|封印の剣","超英雄","赤","赤竜","重装","|麻谷知世|","|島本須美|種田梨沙|","|双界|","自分と同じ出典の味方と、自分自身に攻撃、魔防+6、【双界効果・盾】、「竜特効無効」、【敵ワープ抑制】の状態を付与(1ターン)、【不利な状態異常】を回復、HP30回復",,,,"星5",,,,49,48,17,45,48,23,13,4,12,9,""
1190,"ハロウィンシャンブレー","|シャンブレー|","",,https://guide.fire-emblem-heroes.com/10069006001153-2/,"","",,"|豊穣の子兎の爪牙|疾風迅雷|絶対化身・察知3|速さ守備の奮起3|","|豊穣の子兎の爪牙:5|疾風迅雷:5|絶対化身・察知3:5|速さ守備の奮起3:4|","男",2024-10-04,HalloweenYarne-Icon.png,Yarne,"タグエルの収穫祭","Trick or Taguel","","覚醒","戦渦の連戦","赤","赤獣","騎馬","|ダイエクスト|",,,"",,,,"星5|星4",,,,40,47,45,36,21,18,10,15,6,4,""
1191,"魔器マリアンヌ","|マリアンヌ|","",,https://guide.fire-emblem-heroes.com/12004006001154-2/,"","",,"|魔器ブルトガング|鎮魂の願い|明鏡止水|速さ魔防の不和|速さ魔防の十字牽制|",,"女",2024-10-15,LaermedMarianne-Icon.png,Marianne,"祝福と呪縛の相克","Cursed Blessing","","風花雪月","魔器英雄","赤","赤魔","飛行","|azuタロウ|","|秦佐和子|","|魔器|","",,,,"星5",,,,37,46,40,16,45,15,11,7,3,15,""
1192,"アッシュ","|アッシュ|","",,https://guide.fire-emblem-heroes.com/12003004001157-2/,"","",,"|正義の一矢の弓|曲射|鬼神飛燕の炎撃|速さ守備封じ3|速さの波・奇数4|",,"男",2024-10-15,Ashe-Icon.png,Ashe,"贖罪の騎士道","Chivalric Amends","","風花雪月","ガチャ","緑","緑弓","騎馬",|Tobi|,"|井上雄貴|",,"",,,,"星5",,,,39,44,47,27,28,17,11,8,8,6,""
1193,"ドロテア","|ドロテア|","",,https://guide.fire-emblem-heroes.com/12002007001156-2/,"","",,"|ブラーバルチャー+|歌う|速さの魅了3|歩行の見切り追撃3|","|ブラーバルチャー+:5|歌う:3|速さの魅了3:4|歩行の見切り追撃3:5|","女",2024-10-15,Dorothea-Icon.png,Dorothea,"したたかな元歌姫","Daring Ex-Singer","","風花雪月","ガチャ","青","青魔","歩行",|ekao|,"|長妻樹里|",,"",,,,"星4|星3",,,,40,40,36,17,45,18,7,10,4,6,""
1194,"お供ダグ","|ダグ|","",,https://guide.fire-emblem-heroes.com/00005007001155-2/,"","",,"|始まりの巨人の剣|引き戻し・歩法|攻撃速さの突破|始祖の炎翼|再移動制限・不惑|",,"女",2024-10-15,AidedDagr-Icon.png,Dagr,"耀きの陽花","Sunny Bloom","","ヒーローズ","お供英雄","赤","剣","歩行","|山田孝太郎|","|高垣彩陽|","|お供|","",,,,"星5",,,,40,45,47,37,30,18,12,8,11,8,""
1195,"カスパル","|カスパル|","",,https://guide.fire-emblem-heroes.com/12002005001158-2/,"","",,"|正々堂々の斧+|月虹|速さ守備の秘奥3|差し違え3|","|正々堂々の斧+:5|月虹:4|速さ守備の秘奥3:5|差し違え3:4|","男",2024-10-15,Caspar-Icon.png,Caspar,"喧嘩好きの熱血派","Hotheaded Inciter","","風花雪月","ガチャ","緑","斧","歩行","|めか|","|村上聡|",,"",,,,"星4|星3",,,,46,48,44,32,28,20,9,14,8,6,""
1196,"メトジェイ","|メトジェイ|","",,https://guide.fire-emblem-heroes.com/12009009001159-2/,"","",,"|有利状態の暗器+|烈火|魔道の刃3|蛇毒3|","|有利状態の暗器+:5|烈火:4|魔道の刃3:5|蛇毒3:4|","男",2024-10-16,Metodey-Icon.png,Metodey,"裏街道の自惚れ屋","Shrewd Braggart","","風花雪月","大英雄戦","無","暗器","歩行","|江川あきら|",,,"",,,,"星4|星3",,,,41,43,47,35,26,17,13,8,9,7,""
1197,"フレスベルグ","|フレスベルグ|","",,https://guide.fire-emblem-heroes.com/00008002001160-2/,"","",,"|刃の葬り手の爪|敏捷なる獣|攻撃速さの共栄|速さ守備の近影4|神獣の鋭爪|",,"女",2024-10-30,Hrsvelgar-Icon.png,"Hræsvelgr","刃の葬り手","Quieting Blade","","ヒーローズ","神階英雄ガチャ","青","青獣","飛行","|コザキユースケ|","|若山詩音|","|神階光|枠追加|Hp5_Atk3|","",,,,"星5",,,,40,45,48,36,25,18,10,9,10,8,""
1198,"忍者サーリャ","|サーリャ|","",,https://guide.fire-emblem-heroes.com/10004003001162-2/,"","",,"|呪い忍者の忍法帳|月光|鬼神飛燕の掩撃|共鳴の黒魔法4|守備魔防の紫煙3|",,"女",2024-11-06,NinjaTharja-Icon.png,Tharja,"物陰の忍","Shadow Ninja","","覚醒","超英雄","赤","赤魔","騎馬","|阿藍澄史|","|高田憂希|",,"",,,,"星5",,,,45,46,47,20,21,19,7,12,5,6,""
1199,"忍者セリーヌ","|セリーヌ|","",,https://guide.fire-emblem-heroes.com/14002005001163-2/,"","",,"|花と茶の忍法帳|氷華|速さ魔防の拍節4|速さ魔防の謀策3|",,"女",2024-11-06,NinjaCeline-Icon.png,"Céline","花と茶の忍","Teatime Ninja","","エンゲージ","超英雄","青","青魔","歩行","|うなみや|","|鬼頭明里|",,"",,,,"星5",,,,36,44,47,16,45,14,14,12,3,10,""
1200,"忍者ディアマンド","|ディアマンド|","",,https://guide.fire-emblem-heroes.com/14003002001164-2/,"","",,"|武と勇の鎖鎌|巨岩|攻撃守備の秘奥4|攻撃守備の刃壁|迅雷風烈・無極|",,"男",2024-11-06,NinjaDiamant-Icon.png,Diamant,"武と勇の忍","Gallant Ninja","","エンゲージ","超英雄","緑","斧","歩行","|スエカネクミコ|","|諏訪部順一|",,"",,,,"星5",,,,40,48,38,48,25,18,9,12,15,3,""
1201,"忍者ルキナ","|ルキナ|クロム|","",,https://guide.fire-emblem-heroes.com/10069001001161-2/,"","",,"|聖王国の父娘の忍弓|未来を叶える瞳|曲射|鬼神飛燕の炎撃|速さ守備の看破|影助・引き戻し4|",,"女|男",2024-11-06,NinjaLucina-Icon.png,Lucina,"運命を変える双忍","Shadows of Fate","","覚醒","超英雄","無","弓","騎馬","|п猫R|","|小林ゆう|杉田智和|","|比翼|死闘215|","自分を行動可能な状態にし、再移動を発動済みなら再発動可能にする(現在のターン中に自分が戦闘を行っている時のみ発動可能)",,,,"星5",,,,40,45,48,28,24,18,10,9,6,7,""
1202,"忍者ノワール","|ノワール|","",,https://guide.fire-emblem-heroes.com/10069011001165-2/,"","",,"|大手裏剣+|月虹|攻撃速さ封じ2|歩行の柔撃3|",,"女",2024-11-06,NinjaNoire-Icon.png,Noire,"気弱なくの一","Demurely Deft","","覚醒","戦渦の連戦","無","暗器","歩行","|やまのかみ|","|吉田聖子|",,"",,,,"星5|星4",,,,38,44,47,36,28,16,11,8,10,9,""
1203,"エルフィン","|エルフィン|","",,https://guide.fire-emblem-heroes.com/05009002001167-2/,"","",,"|エトルリアの光|奏でる|攻撃魔防の魅了3|歩行の見切り追撃4|",,"男",2024-11-15,Elffin-Icon.png,Elffin,"真実を見る者","Truth Beholden","","封印の剣","ガチャ","無","無魔","歩行","|パビリオン右島|","|石川界人|",,"",,,,"星5",,,,37,20,47,28,46,15,3,14,6,7,""
1204,"オージェ","|オージェ|","オージェ",,https://guide.fire-emblem-heroes.com/05002006001169-2/,"","",,"|強化増幅の剣+|月光|速さ魔防の万全3|回避・一撃離脱3|","|強化増幅の剣+:5|月光:4|速さ魔防の万全3:4|回避・一撃離脱3:5|","男",2024-11-15,Ogier-Icon.png,Ogier,"オスティアの新人","Ostia's New Blade","","封印の剣","ガチャ","赤","剣","歩行","|鳴瀬うろこ|",|KENN|,,"",,,,"星4|星3",,,,46,44,47,36,24,20,14,10,8,5,""
1205,"魔器リリーナ","|リリーナ|","",,https://guide.fire-emblem-heroes.com/05002001001166-2/,"","",,"|魔器・業火の理書|天与の魔才|鬼神明鏡の掩撃|魔の蛇毒|攻撃魔防の謀策3|",,"女",2024-11-15,LaermedLilina-Icon.png,Lilina,"麗炎の盟主","Brilliant Flame","","封印の剣","魔器英雄","緑","緑魔","歩行",|HACCAN|,"|小澤亜季|","|魔器|","",,,,"星5",,,,40,48,35,17,48,18,9,9,4,13,""
1206,"魔器シアチ","|シアチ|","",,https://guide.fire-emblem-heroes.com/00000506501170-2/,"","",,"|魔器・ヨトゥンの斧|重装の大炎|生命の業火大地3|獰猛かつ残忍|鎧の護り手・近・双|",,"女",2024-11-15,LaemedThjazi-Icon.png,"Þjazi","狂猛の巨人","Ruthless Jötun","","ヒーローズ","魔器英雄","緑","斧","重装","|チーコ|","|松嵜麗|","|魔器|","",,,,"星5",,,,49,50,18,47,42,23,11,3,12,12,""
1207,"ボールス","|ボールス|","ボールス",,https://guide.fire-emblem-heroes.com/05002004001168-2/,"","",,"|強化増幅の槍+|華炎|攻撃守備の密集3|迎撃隊形3|","|強化増幅の槍+:5|華炎:4|攻撃守備の密集3:4|迎撃隊形3:5|","男",2024-11-15,Bors-Icon.png,Bors,"オスティアの壁","Ostia's Bastion","","封印の剣","ガチャ","青","槍","重装","|添田一平|","|川原慶久|",,"",,,,"星4|星3",,,,51,47,34,48,25,21,17,8,9,6,""
1208,"ツァイス","|ツァイス|","",,https://guide.fire-emblem-heroes.com/05005007001171-2/,"","",,"|強化反転の槍+|竜穿|攻撃守備の激突3|先導の伝令・天3|","|強化反転の槍+:5|竜穿:4|攻撃守備の激突3:5|先導の伝令・天3:4|","男",2024-11-16,Zeiss-Icon.png,Zeiss,"ベルンの黒き稲妻","Ebon Bolt","","封印の剣","大英雄戦","青","槍","飛行","|萩谷薫|","|新祐樹|",,"",,,,"星4|星3",,,,43,48,36,41,25,19,13,6,11,6,""
1209,"ニーズヘッグ","|ニーズヘッグ|","",,https://guide.fire-emblem-heroes.com/00008003001172-2/,"","",,"|毒の葬り手の妖牙|堅固なる獣|神獣の猛毒|正面隊形・自己4|鎧の護り手・遠・双|",,"女",2024-11-29,Niohoggr-Icon.png,"Níðhöggr","毒の葬り手","Quieting Dose","世界樹ユグドラシルの【癒し手】。いつも果実に酔い、本心を人に見せたがらない。","ヒーローズ","神階英雄ガチャ","赤","赤獣","重装","|コザキユースケ|","|豊崎愛生|","|神階天|枠追加|Hp5_Res5|","",,,,"星5",,,,50,49,17,48,43,22,16,4,9,10,""
1210,"レーラズ","|レーラズ|","",,https://guide.fire-emblem-heroes.com/00008006001173-2/,"","",,"|心の葬り手の枝|重装の聖氷|攻撃魔防の共栄|世界樹の半身|縄張り・守護|",,"男",2024-11-29,Laeraor-Icon.png,"Læraðr","心の葬り手","Quieting Heart","世界樹ユグドラシルの【癒し手】の長。人に心を植えつけることができる。","ヒーローズ","神階英雄ガチャ","無","獣","重装","|コザキユースケ|","|山崎たくみ|","|神階闇|枠追加|Hp5_Def5|","",,,,"星5",,,,50,48,17,44,48,24,13,4,11,9,""
1211,"魔器レイラ","|レイラ|","",,https://guide.fire-emblem-heroes.com/06003004001176-2/,"","",,"|魔器・姿なき影刃|滅殺|攻撃速さの秘奥4|暗香疎影|露払い・不屈|",,"女",2024-12-06,MakiLeila-Icon.png,Leila,"華麗なる影","Superb Shadow","","烈火の剣","魔器英雄","無","暗器","歩行","|えく|","|日笠陽子|","|魔器|","",,,,"星5",,,,40,45,48,27,33,18,10,9,8,9,""
1212,"ウーゼル","|ウーゼル|","",,https://guide.fire-emblem-heroes.com/06003000501177-2/,"","",,"|追撃の斧+|華炎|奥義隊形3|守備の指揮3|",,"男",2024-12-06,Uther-Icon.png,Uther,"勤倹尚武の侯","Frugal Militarist","","烈火の剣","ガチャ","緑","斧","重装","|北千里|","|辻井健吾|",,"",,,,"星4|星3",,,,47,48,21,46,43,17,9,6,16,13,""
1213,"響心ヘクトル","|ヘクトル|","",,https://guide.fire-emblem-heroes.com/06001003001175-2/,"","",,"|盟友との絆の剣|重装の聖炎|オスティアの血盟|正面隊形・敵方4|鎧の護り手・遠・双|響・遠距離反撃|",,"男",2024-12-06,KyoshinHector-Icon.png,Hector,"鋼の壮漢","Steel Warrior","","烈火の剣","響心英雄","赤","剣","重装","|ワダサチコ|","|鳥海浩輔|","|響心|","",,,,"星5",,,,48,49,17,48,45,24,10,4,11,12,""
1214,"ルーン","|ルーン|","",,https://guide.fire-emblem-heroes.com/00099001001174-2/,"","",,"|創世の文字の力|陽光|鬼神明鏡の掩撃|知の源|鍛錬の鼓動・謀策|",,"男",2024-12-06,Rune-Icon.png,Rune,"知の源","Source of Wisdom","","ヒーローズ","神階英雄ガチャ","無","無魔","歩行","|前嶋重機|","|蒼井翔太|","|神階光|枠追加|Hp5_Spd4|","",,,,"星5",,,,37,47,35,21,48,15,12,11,6,9,""
1215,"ヴァイダ","|ヴァイダ|","",,https://guide.fire-emblem-heroes.com/06008003001179-2/,"","",,"|スレンドスピア|竜穿|飛竜行空3|攻撃守備の牽制3|","|スレンドスピア|竜穿:4|飛竜行空3:5|攻撃守備の牽制3:4|","女",2024-12-07,Vaida-Icon.png,Vaida,"竜牙将軍","Dracofang General","","烈火の剣","大英雄戦","青","槍","飛行","|∀ir|","|森なな子|",,"",,,,"星4|星3",,,,40,47,37,47,23,18,12,11,8,6,""
1216,"オズイン","|オズイン|","",,https://guide.fire-emblem-heroes.com/06003001001178-2/,"","",,"|継戦の槍+|大盾|鬼神金剛の構え2|追撃隊形・奇数3|","|継戦の槍+:5|大盾:4|鬼神金剛の構え2:4|追撃隊形・奇数3:5|","男",2024-12-06,Oswin-Icon.png,Oswin,"鉄壁の重騎士","Impregnable Knight","","烈火の剣","ガチャ","青","槍","重装","|柴山わんくろ|","|藤沼建人|",,"",,,,"星4|星3",,,,51,47,31,49,27,21,17,5,10,8,""
1217,"ヘズ(敵)","|ヘズ|","",,"","","",,"|夕影の神弓|",,"女",2024-12-06,Hoor-Icon.png,"Höðr","夕影の神","Dusk Shadow God","天の国アースガルズの神。内気な性格。咎人を裁きの場で弁護する任を務める。","ヒーローズ","","青","青弓","飛行","|前嶋重機|","|青山吉能|",,"",,,,"",,,,39,48,32,21,49,17,11,8,6,10,""
1218,"バルドル(敵)","|バルドル|","",,"","","",,"|天日の神剣|",,"女",2024-12-06,Baldr-Icon.png,Baldr,"天日の神","Celestial Sun God","天の国アースガルズの神。高飛車な性格。咎人を裁きの場に連行する任を務める。","ヒーローズ","","赤","剣","飛行","|前嶋重機|","|津田美波|",,"",,,,"",,,,41,47,48,30,28,19,12,9,6,9,""
1219,"クリスマスフォデス","|フォデス|","",,https://guide.fire-emblem-heroes.com/07009009001183-2/,"","",,"|冬氷の魔拳|聖盾|鉛色の残夢|連盾隊形|鎧の護り手・遠・茨|",,"男",2024-12-13,XmasFomortiis-Icon.png,Fomortiis,"漆黒の聖夜","Dark of Night","","聖魔の光石","超英雄","赤","赤獣","重装","|Daisuke Izuka|","|中村悠一|",,"",,,,"星5",,,,49,47,16,49,46,23,12,3,10,13,""
1220,"クリスマスシェズ","|シェズ女|","",,https://guide.fire-emblem-heroes.com/12011002001182-2/,"","",,"|冬の修羅の手甲刃|月光|真連閃|罠解除・周到|鼓動の暗煙|",,"女",2024-12-13,XmasShezF-Icon.png,Shez,"雪原を征く傭兵","Showfield Envoy","","無双 風花雪月","超英雄","緑","緑暗器","騎馬","|たくぼん|","|富田美憂|",,"",,,,"星5",,,,40,45,48,30,22,18,10,9,8,5,""
1221,"クリスマスオルテンシア","|オルテンシア|","",,https://guide.fire-emblem-heroes.com/14004005001181-2/,"","",,"|雪だるまの雪杖|アイスロック+|重圧の聖光|攻撃速さの機先4|神罰・因果応報|光輝く理力|",,"女",2024-12-13,XmasHortensia-Icon.png,"Winter's Dearest","冬一番の可愛さ",Hortensia,"","エンゲージ","超英雄","無","杖","騎馬","|鉢人|","|木野日菜|",,"",,,,"星5",,,,40,45,48,17,30,18,10,9,4,8,""
1222,"クリスマスリュール(男)","|リュール男|リュール女|","",,https://guide.fire-emblem-heroes.com/14001001001180-2/,"","",,"|冬の双神竜の体術|竜の咆哮|紋章の奇跡|速さ魔防の刃壁|竜の魔防の波・偶|",,"男|女",2024-12-13,XmasAlearM-Icon.png,Alear,"聖夜繋ぐ神竜たち","Gifted Dragons","","エンゲージ","超英雄","青","青竜","歩行","|葉山えいし|","|下野紘|遠藤綾|","|比翼|死闘215|","自分と周囲3マス以内の味方は、【不利な状態異常】を解除、「敵の強化の+を無効」、「戦闘中、敵の奥義以外のスキルによる「ダメージを○○%軽減」を半分無効(無効にする数値は端数切捨て)(範囲奥義を除く)」の状態を付与(1ターン)<br>1マップに1回使用可能、ただし、3ターンに1回(1、4、7…)、ターン開始時、自分が比翼スキルを使用済みなら、再使用可能にする",,,,"星5",,,,40,43,46,30,45,18,10,7,8,6,""
1223,"クリスマスエイクスルニル","|エイクスルニル|","",,https://guide.fire-emblem-heroes.com/00008005001184-2/,"","",,"|冬鍛える体の角|ぶちかまし|不壊3|生の息吹3|","|冬鍛える体の角:5|ぶちかまし:4|不壊3:5|生の息吹3:4|","男",2024-12-13,XmasEikpyrnir-Icon.png,"Eikþyrnir","祝福されし肉体","Blessed Strength","世界樹ユグドラシルの【癒し手】。冬祭りの使者として肉体鍛錬の道へ皆をいざなう。","ヒーローズ","戦渦の連戦","青","青獣","騎馬",|P-POCO|,"|武内駿輔|",,"",,,,"星5|星4",,,,46,48,20,48,28,20,13,5,9,6,""
1224,"紋章士リン","|リン|","",,https://guide.fire-emblem-heroes.com/06001002001185-2/,"","",,"|草原の公女の弓|流星群|攻撃速さの秘奥4|速さの吸収4|恐慌の幻煙4|",,"女",2024-12-25,EmblemLyn-Icon.png,Lyn,"烈火の紋章士","Of Blazing","","烈火の剣|エンゲージ","紋章士英雄","緑","緑弓","歩行","|エシュアル|","|大本眞基子|","|紋章士|","奥義発動時、奥義発動カウント最大値×4を奥義ダメージに加算(範囲奥義を除く)<br>下記の【スタイル】を使用可能<br>【スタイル】:紋章士リン<br>周囲5マス以内、かつ、自身を中心とした縦3列と横3列以内にいる敵を距離に関係なく攻撃可能<br>下記のいずれかの条件を満たしている時、反撃を受ける<br>(条件A:敵が射程2の重装の時、条件B:敵が「距離に関係なく反撃」を持つ時、条件C:敵の射程が自分と敵の距離と同じ時)<br>移動不可、戦闘後移動スキルは無効、範囲奥義発動不可<br>再移動時の残りはOとして扱う、地形破壊不可<br>スキル効果の射程の判定は、射程2として扱う<br>「大盾」「聖盾」などの「○距離攻撃」の判定は、射程2として扱う<br>このスタイルは、自分が射程2の時のみ使用可能、1ターン目は使用不可<br>スタイル使用後、2ターンの間使用不可",,,,"星5",,,,40,46,48,29,31,18,11,9,7,9,"【スタイル】:流星群
周囲6マス以内、かつ、自身を中心とした縦3列と横3列以内にいる敵を距離に関係なく攻撃可能
下記のいずれかの条件を満たしている時、反撃を受ける
(条件A:敵が射程2の重装の時、条件B:敵が「距離に関係なく反撃」を持つ時、条件C:敵の射程が自分と敵の距離と同じ時)
移動不可、戦闘後移動スキルは無効
再移動時の残りはOとして扱う、地形破壊不可
スキル効果の射程の判定は、射程2として扱う
「大盾」「聖盾」などの「○距離攻撃」の判定は、射程2として扱う
このスタイルは1ターン1回のみ使用可能"
